Video	title	url	format_label_1	format_hierarchy_1	format_label_2	format_hierarchy_2	gt_format_label_1	gt_format_hierarchy_1	gt_format_label_2	gt_format_hierarchy_2	annotated_at	annotator_id
BRAINY_DOSE_a11uewErjbU	How To Know if a Guy Likes You - 10 Signs He's Interested	https://www.youtube.com/watch?v=a11uewErjbU	Animated Graphics	Graphics			Talkshows	Interviews	Animated Graphics	Graphics	2025-07-26T21:49:16.055192	default
RottenTomatoes_l6TGERgrXmA	Sherlock Holmes (2009) - What Can You Tell About Me? Scene (2/10) | Movieclips	https://www.youtube.com/watch?v=l6TGERgrXmA	Talkshows	Interviews			Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-26T21:51:34.879812	default
Study_Hall_fW10r2TxqOc	What are we doing about climate change? | Sustainability 10 of 31 | Study Hall	https://www.youtube.com/watch?v=fW10r2TxqOc	Animated Graphics	Graphics	Cartoon	Animations	Talking Head - Center	Talking Head	Documentary Style	Documentaries	2025-07-26T21:52:10.449341	default
Facts_TnTvJB7gtWU	Irish People Taste Test Weird American M&Ms	https://www.youtube.com/watch?v=TnTvJB7gtWU	Podcast	Interviews			Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-26T21:56:40.407985	default
AskTheLawyers_cExNvOmWu2c	What to Do if You’re Hit By a Car as a Pedestrian	https://www.youtube.com/watch?v=cExNvOmWu2c	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Talking Head - Corner	Talking Head	2025-07-27T23:44:42.059350	default
French_Cooking_Academy_SKihmJJeLy8	Pork cutlets with cream and mushroom sauce | French Bistro Recipes	https://www.youtube.com/watch?v=SKihmJJeLy8	Cooking	Demonstrations	Vlog	Vlog	Cooking	Demonstrations	Talking Head - Center	Talking Head	2025-07-28T02:38:11.852944	default
Fox_US_News_gDoOH3O3vcM	TikTok bill at 'the end of the day it's about our adversaries': Rep. Michael Waltz	https://www.youtube.com/watch?v=gDoOH3O3vcM	Panel - Virtual	Panel	Talking Head - Corner	Talking Head	Talking Head - Center	Talking Head	Interviews	Interviews	2025-07-28T02:41:54.781606	default
Khan_Academy_3_DxJwDTbyQ	Recognizing direct and inverse variation | Rational expressions | Algebra II | Khan Academy	https://www.youtube.com/watch?v=3_DxJwDTbyQ	Chalkboard	Writing Board	Writing Cursor	Writing Cursor	Writing Cursor	Writing Cursor	Whieboard	Writing Board	2025-07-28T02:44:38.723918	default
Hacksmith_Industries_mrn_FvlD45o	Laser Cannons and Rocket Hammers and more! (Hacksmith Vault #3)	https://www.youtube.com/watch?v=mrn_FvlD45o	Talking Head - Center	Talking Head			Talking Head - Center	Talking Head	Experiments	Demonstrations	2025-07-28T02:51:52.198550	default
NYT_Podcasts_ZqeqTYKE5FI	Uninspired by Plant-Based Foods? Add Some Anchovies.	https://www.youtube.com/watch?v=ZqeqTYKE5FI	Static Screen	Others			Static Screen	Others	Talking Head - Corner	Talking Head	2025-07-28T02:55:49.803144	default
REDEFINED_TV_fwYVI_2Odh4	I Don't Want To Start Over	https://www.youtube.com/watch?v=fwYVI_2Odh4	Talking Head - Center	Talking Head			Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-28T02:57:39.427420	default
National_Geographic_XOMC4Wpp67Q	Subterranean Treasure | Primal Survivor	https://www.youtube.com/watch?v=XOMC4Wpp67Q	Documentary Style	Documentaries	Talking Head - Center	Talking Head	Documentary Style	Documentaries	Point of View	Vlog	2025-07-28T02:59:01.843905	default
David_Taylor_JuBAh6HqCxI	How to Cite Sources in APA: 15 Tips You Can Use Right Now	https://www.youtube.com/watch?v=JuBAh6HqCxI	Slidedecks	Slidedecks			Slidedecks	Slidedecks	Slidedecks	Slidedecks	2025-07-28T03:02:44.960675	default
Aunty_Donna_X1U9XgCwfMc	The South African Sams Extra Takes - Aunty Donna's Big Ol' House of Fun	https://www.youtube.com/watch?v=X1U9XgCwfMc	Skit	Skit	Talking Head - Center	Talking Head	Skit	Skit	Talkshows	Interviews	2025-07-28T03:04:23.587760	default
RottenTomatoes_C1NgX-w54RY	Star Trek: The Undiscovered Country (6/8) Movie CLIP - A Painful Mind Meld (1991) HD	https://www.youtube.com/watch?v=C1NgX-w54RY	Talking Head - Center	Talking Head			Talking Head - Center	Talking Head	Talking Head - Corner	Talking Head	2025-07-28T03:04:46.146471	default
Unbox_Therapy_QcKUNTb-kzw	The Black Friday Deals They Won't Show You...	https://www.youtube.com/watch?v=QcKUNTb-kzw	Podcast	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Vlog	Vlog	2025-07-28T03:06:31.780946	default
Khan_Academy_SwB9Fq5VRZY	The yield curve | Stocks and bonds | Finance & Capital Markets | Khan Academy	https://www.youtube.com/watch?v=SwB9Fq5VRZY	Writing Cursor	Writing Cursor			Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-28T03:06:59.652926	default
Conan_OBrien_MIKOcCKFDME	Conan Throws Knives With Penn & Teller | Late Night with Conan O’Brien	https://www.youtube.com/watch?v=MIKOcCKFDME	Talkshows	Interviews	Talking Head - Center	Talking Head	Stage Talks	Stage Talks	Skit	Skit	2025-07-28T03:07:43.182453	default
Nerdwriter1_MvC6kwU3zgA	Why So Much Tax Money Is Wasted	https://www.youtube.com/watch?v=MvC6kwU3zgA	Infographics	Graphics	Talking Head - Center	Talking Head	Documentary Style	Documentaries	Animated Graphics	Graphics	2025-07-28T03:12:19.514484	default
Gordon_Ramsay_WysiAYJHRCE	Gordon Ramsay FURIOUS At Lying Chef | Hotel Hell	https://www.youtube.com/watch?v=WysiAYJHRCE	Talking Head - Center	Talking Head			Documentary Style	Documentaries	Cooking	Demonstrations	2025-07-28T03:13:45.154298	default
Patrick_Willems_k-MTD_Z5qtQ	A MAJOR ANNOUNCEMENT	https://www.youtube.com/watch?v=k-MTD_Z5qtQ	Podcast	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-28T03:15:23.277032	default
TED_XQJhRDbsDzI	Your identity is your superpower | America Ferrera	https://www.youtube.com/watch?v=XQJhRDbsDzI	Talking Head - Center	Talking Head			Stage Talks	Stage Talks	Talking Head - Center	Talking Head	2025-07-28T03:16:42.479973	default
Conan_OBrien_WnRlH2fl9jU	Penn & Teller Teach Conan Sleight Of Hand | Late Night with Conan O’Brien	https://www.youtube.com/watch?v=WnRlH2fl9jU	Talkshows	Interviews	Talking Head - Center	Talking Head	Stage Talks	Stage Talks	Talkshows	Interviews	2025-07-28T03:17:13.233005	default
National_Geographic_LwwVnUekpeE	Albatrosses' Life-Long Bond Begins With Elaborate Courtship – Ep. 3 | Wildlife: Resurrection Island	https://www.youtube.com/watch?v=LwwVnUekpeE	Documentary Style	Documentaries	Talking Head - Center	Talking Head	Documentary Style	Documentaries	Infographics	Graphics	2025-07-28T03:18:34.688613	default
Max_Lugavere_CONpz0KgxdQ	How To Create A Fat Burning Metabolism with Mark Sisson	https://www.youtube.com/watch?v=CONpz0KgxdQ	Panel - In Person	Panel	Talking Head - Center	Talking Head	Podcast	Interviews	Interviews	Interviews	2025-07-28T03:20:03.654418	default
Math_and_Science_y1FMCDTAQok	Lesson 3 - Sinusoidal Sources, Part 2 (AC Circuit Analysis)	https://www.youtube.com/watch?v=y1FMCDTAQok	Whieboard	Writing Board	Talking Head - Center	Talking Head	Whieboard	Writing Board	Talking Head - Center	Talking Head	2025-07-28T03:24:41.174573	default
Facts_ZKtKJPymTpI	Irish People Watch Love At First Kiss For The First Time	https://www.youtube.com/watch?v=ZKtKJPymTpI	Talking Head - Center	Talking Head			Talking Head - Corner	Talking Head	Talkshows	Interviews	2025-07-28T03:26:16.279960	default
AsapSCIENCE_Rx-urUi0mnA	Was legalizing weed a mistake?	https://www.youtube.com/watch?v=Rx-urUi0mnA	Podcast	Interviews	Talking Head - Center	Talking Head	Writing Hand	Writing Hand	Whieboard	Writing Board	2025-07-28T03:27:17.653359	default
RottenTomatoes_v3mEThrA_W8	Wonka Trailer #1 (2023)	https://www.youtube.com/watch?v=v3mEThrA_W8	Talking Head - Center	Talking Head			Documentary Style	Documentaries	Animated Graphics	Graphics	2025-07-28T03:27:46.888008	default
The_School_of_Life_2Xi2ty-uHe0	7 Secrets of Therapy	https://www.youtube.com/watch?v=2Xi2ty-uHe0	Infographics	Graphics	Animated Graphics	Graphics	Animated Graphics	Graphics	Infographics	Graphics	2025-07-28T03:34:57.192823	default
Seth_Meyers_IEkdck_L2oc	Nick Offerman Shaved His Beard to Save His Marriage with Megan Mullally	https://www.youtube.com/watch?v=IEkdck_L2oc	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Podcast	Interviews	2025-07-28T03:36:10.592556	default
OxfordUnion_1bGqqBSLCdc	Social Media Does NOT Corrupt Human Interactions | Liam Hackett | Part 4 of 6	https://www.youtube.com/watch?v=1bGqqBSLCdc	Panel - In Person	Panel	Talking Head - Center	Talking Head	Stage Talks	Stage Talks	Talking Head - Center	Talking Head	2025-07-28T03:37:26.754474	default
RottenTomatoes_5hSl6kTXqBo	Bloodshot (2020) - Death in the Tunnel Scene (4/10) | Movieclips	https://www.youtube.com/watch?v=5hSl6kTXqBo	Talking Head - Center	Talking Head			Talking Head - Corner	Talking Head	Talking Head - Center	Talking Head	2025-07-28T03:44:43.971510	default
StatQuest_FKM7hZKYEqw	Your Dark Side	https://www.youtube.com/watch?v=FKM7hZKYEqw	Animated Graphics	Graphics			Slidedecks	Slidedecks	Writing Cursor	Writing Cursor	2025-07-28T03:46:29.617358	default
RottenTomatoes_GXIoVVmTRlg	The War Tapes (2006) Official Trailer # 1 - Zack Bazzi HD	https://www.youtube.com/watch?v=GXIoVVmTRlg	Documentary Style	Documentaries			Documentary Style	Documentaries	Point of View	Vlog	2025-07-28T03:47:14.947376	default
SecondThought_5gxsk_zy9pk	First Contact Part 1: How Prepared Are We?	https://www.youtube.com/watch?v=5gxsk_zy9pk	Cartoon	Animations	Animated Graphics	Graphics	Animated Graphics	Graphics	Infographics	Graphics	2025-07-28T03:48:13.349058	default
RottenTomatoes_Wo3XrThPZzo	Belly (8/11) Movie CLIP - Shameek Kills Big Head Rico (1998) HD	https://www.youtube.com/watch?v=Wo3XrThPZzo	Talking Head - Center	Talking Head			Dance	Others	Stage Talks	Stage Talks	2025-07-28T03:48:26.193986	default
Peekaboo_Kidz_tRJ3quIAuIY	What If You Fell In A Quicksand? | How to Survive QUICKSAND | Dr Binocs Show | Peekaboo Kidz	https://www.youtube.com/watch?v=tRJ3quIAuIY	Cartoon	Animations			Cartoon	Animations	Infographics	Graphics	2025-07-28T03:50:17.715291	default
Dope_EBoFL6lNwBo	MOVIE QUOTE CHALLENGE | Justin James Hughes	https://www.youtube.com/watch?v=EBoFL6lNwBo	Interviews	Interviews	Vlog	Vlog	Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-28T03:50:40.236036	default
RealLifeLore_3W5-ZJ-TJTY	What is the LOUDEST Sound Ever Heard?	https://www.youtube.com/watch?v=3W5-ZJ-TJTY	Infographics	Graphics	Documentary Style	Documentaries	Animated Graphics	Graphics	Infographics	Graphics	2025-07-28T03:51:15.494083	default
ElectroBOOM_A129SM9S54A	How to change the brake pads of your car	https://www.youtube.com/watch?v=A129SM9S54A	Talking Head - Center	Talking Head	Experiments	Demonstrations	Experiments	Demonstrations	Experiments	Demonstrations	2025-07-28T04:03:55.858936	default
Fireship_JSURzPQnkl0	3 More Life-Changing CSS Tips	https://www.youtube.com/watch?v=JSURzPQnkl0	Screencasts	Screencasts	Animated Graphics	Graphics	Screencasts	Screencasts	Screencasts	Screencasts	2025-07-28T04:04:50.424976	default
Fireship_yvGY5vkONds	The most disastrous app launch of all time…	https://www.youtube.com/watch?v=yvGY5vkONds	Infographics	Graphics	Animated Graphics	Graphics	Talking Head - Center	Talking Head	Animated Graphics	Graphics	2025-07-28T04:06:00.454857	default
The_Royal_Institution_KB__BVdWKWI	How To Make Your Own Animations - At home science - ExpeRimental #27	https://www.youtube.com/watch?v=KB__BVdWKWI	Experiments	Demonstrations	Talking Head - Center	Talking Head	Cutout	Animations	Writing Hand	Writing Hand	2025-07-28T04:06:22.291110	default
BuzzFeed_Celeb_zJd8Gtw5SpY	BTOB Finds Out Which Members They Really Are	https://www.youtube.com/watch?v=zJd8Gtw5SpY	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-28T04:06:58.073613	default
David_Taylor_OqLZ7thb3Sg	Images in Blackboard: Embed, Position, Resize, Wrap Text	https://www.youtube.com/watch?v=OqLZ7thb3Sg	Experiments	Demonstrations	Screencasts	Screencasts	Screencasts	Screencasts	Talking Head - Corner	Talking Head	2025-07-28T04:07:29.343974	default
Conan_OBrien_sm4SAncusTM	Scarlett Johansson’s First Paid Acting Gig Was On “Late Night” | Late Night with Conan O’Brien	https://www.youtube.com/watch?v=sm4SAncusTM	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Stage Talks	Stage Talks	2025-07-28T04:07:47.733257	default
National_Geographic_6LjvUPADFtM	Can We Use Bacteria to Treat Diseases? | Nat Geo Live	https://www.youtube.com/watch?v=6LjvUPADFtM	Talking Head - Center	Talking Head	Animated Graphics	Graphics	Stage Talks	Stage Talks	Slidedecks	Slidedecks	2025-07-28T04:08:34.211266	default
RottenTomatoes_XO3-PumyjoI	The Perks of Being a Wallflower (1/11) Movie CLIP - Come On Eileen (2012) HD	https://www.youtube.com/watch?v=XO3-PumyjoI	Talking Head - Center	Talking Head	Dance	Others	Dance	Others	Talkshows	Interviews	2025-07-28T04:09:19.659336	default
Khan_Academy_iDBJK0y8vb0	Delacroix, The Death of Sardanapalus	https://www.youtube.com/watch?v=iDBJK0y8vb0	Animated Graphics	Graphics			Documentary Style	Documentaries	Talking Head - Corner	Talking Head	2025-07-28T04:10:24.591742	default
eHowEducation_6FJW7FINRAA	What Are Five Branches of Chemistry? : Chemistry Lessons	https://www.youtube.com/watch?v=6FJW7FINRAA	Talking Head - Center	Talking Head	Glassboard	Writing Board	Talking Head - Center	Talking Head	Writing Hand	Writing Hand	2025-07-28T04:10:51.609966	default
Conan_OBrien_r8JDiKMNrQU	Late Night Scandals (Feat. Ellie Kemper) | Late Night with Conan O’Brien	https://www.youtube.com/watch?v=r8JDiKMNrQU	Interviews	Interviews	Talking Head - Center	Talking Head	Skit	Skit	Talking Head - Center	Talking Head	2025-07-28T04:11:35.022679	default
Allure_acreItF_FwI	Demi Lovato Revisits Beauty Looks From Their Past	https://www.youtube.com/watch?v=acreItF_FwI	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Documentary Style	Documentaries	2025-07-28T04:12:05.969656	default
Practical_Engineering_Srr0fTnaHdQ	Turning Two Segmented Bowls on the Lathe - Maple with Mahogany Accents	https://www.youtube.com/watch?v=Srr0fTnaHdQ	Experiments	Demonstrations			Experiments	Demonstrations	Animated Graphics	Graphics	2025-07-28T04:12:49.498362	default
The_Late_Show_Stephen_Colbert_EJBAT6-sUtU	Thomas Middleditch Is No N00b To Gaming	https://www.youtube.com/watch?v=EJBAT6-sUtU	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Interviews	Interviews	2025-07-28T04:13:09.968450	default
The_Late_Show_Stephen_Colbert_EC3_lkICSJc	Meanwhile… Kim Kardashian’s Salmon Sperm Facial | George R. R. Martin Is Mad | Raccoon Rescue	https://www.youtube.com/watch?v=EC3_lkICSJc	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Animated Graphics	Graphics	2025-07-28T04:13:21.538057	default
RottenTomatoes_WsHqQAfZvc4	Kung Fu Panda 2 (2011) - Rickshaw Chase Scene (4/10) | Movieclips	https://www.youtube.com/watch?v=WsHqQAfZvc4	Cartoon	Animations			Cartoon	Animations	Animated Graphics	Graphics	2025-07-28T04:13:40.569558	default
National_Geographic_K6TnWW1s4hE	Baby Bison Takes on Wolf and Wins | America's National Parks	https://www.youtube.com/watch?v=K6TnWW1s4hE	Documentary Style	Documentaries			Documentary Style	Documentaries	Infographics	Graphics	2025-07-28T04:14:39.550798	default
RottenTomatoes_DDClFYXZmtM	The Quiet Ones (6/10) Movie CLIP - The Torments of Men (2013) HD	https://www.youtube.com/watch?v=DDClFYXZmtM	Talking Head - Center	Talking Head			Talking Head - Center	Talking Head	Documentary Style	Documentaries	2025-07-28T04:15:20.528944	default
Steve_Kaufmann_3TWI8xl455E	Studying English? Don't Study Modal Verbs	https://www.youtube.com/watch?v=3TWI8xl455E	Talking Head - Center	Talking Head			Talking Head - Center	Talking Head	Animated Graphics	Graphics	2025-07-28T04:15:42.580706	default
RottenTomatoes_kDfvxJUxL10	Erin Brockovich (3/10) Movie CLIP - Erin Is Re-hired (2000) HD	https://www.youtube.com/watch?v=kDfvxJUxL10	Talking Head - Center	Talking Head			Talkshows	Interviews	Talking Head - Center	Talking Head	2025-07-28T04:16:21.773126	default
ColdFusion_TAKmlNaFNOo	Robot Hand Unexpectedly Learns Human Behaviour! - Open AI	https://www.youtube.com/watch?v=TAKmlNaFNOo	Animated Graphics	Graphics			Experiments	Demonstrations	Games	Gaming	2025-07-28T04:17:39.573425	default
AsapSCIENCE_-lzQxbcrscc	The Biggest Lie About AI	https://www.youtube.com/watch?v=-lzQxbcrscc	Talking Head - Center	Talking Head	Animated Graphics	Graphics	Writing Hand	Writing Hand	Animated Graphics	Graphics	2025-07-28T04:18:26.195798	default
Psych_Hub_kaxFzln7ssE	What is Schizophrenia?	https://www.youtube.com/watch?v=kaxFzln7ssE	Cartoon	Animations	Animated Graphics	Graphics	Infographics	Graphics	Cartoon	Animations	2025-07-28T04:19:30.027353	default
The_B1M_V4awZOrzyjo	Why There Are No Megatall Skyscrapers in New York	https://www.youtube.com/watch?v=V4awZOrzyjo	Animated Graphics	Graphics			Documentary Style	Documentaries	Infographics	Graphics	2025-07-28T04:23:52.361443	default
RottenTomatoes__Fw6TuACCKY	Midnight Clear (6/11) Movie CLIP - Taking Care of Someone (2006) HD	https://www.youtube.com/watch?v=_Fw6TuACCKY	Talking Head - Center	Talking Head			Talkshows	Interviews	Experiments	Demonstrations	2025-07-28T04:24:23.772151	default
Khan_Academy_xKNX8BUWR0g	Surjective (onto) and injective (one-to-one) functions | Linear Algebra | Khan Academy	https://www.youtube.com/watch?v=xKNX8BUWR0g	Writing Cursor	Writing Cursor			Writing Cursor	Writing Cursor	Animated Graphics	Graphics	2025-07-29T03:40:38.000213	default
Socratica_ERZ4pO4yPRk	Text Preprocessing « NLP « Machine Learning – Mathematica Essentials	https://www.youtube.com/watch?v=ERZ4pO4yPRk	Animated Graphics	Graphics	Infographics	Graphics	Slidedecks	Slidedecks	Writing Cursor	Writing Cursor	2025-07-29T03:42:14.737245	default
Steve_Kaufmann_IV67smoXIMM	Tips for Learning Spanish Verbs	https://www.youtube.com/watch?v=IV67smoXIMM	Experiments	Demonstrations			Talking Head - Center	Talking Head	Vlog	Vlog	2025-07-29T03:48:28.869261	default
Chinese_Cooking_Demystified_9cetNeh1gzM	Stir fried Celery with Shrimp and Lily Bulb - a Cantonese Banquet Recipe (西芹百合炒虾仁)	https://www.youtube.com/watch?v=9cetNeh1gzM	Cooking	Demonstrations			Cooking	Demonstrations	Talking Head - Center	Talking Head	2025-07-29T03:48:41.139667	default
Jeff_Su_V_L2aWCdO4A	5 Informational Interview Mistakes to Avoid!	https://www.youtube.com/watch?v=V_L2aWCdO4A	Podcast	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Animated Graphics	Graphics	2025-07-29T03:51:44.437061	default
Psych_Hub_Wn4AVjMMYX4	LGBTQ Youth	https://www.youtube.com/watch?v=Wn4AVjMMYX4	Cartoon	Animations			Infographics	Graphics	Animated Graphics	Graphics	2025-07-29T03:52:21.653941	default
Khan_Academy_gHTH6PKfpMc	Level 4 division | Multiplication and division | Arithmetic | Khan Academy	https://www.youtube.com/watch?v=gHTH6PKfpMc	Writing Cursor	Writing Cursor			Writing Cursor	Writing Cursor	Animated Graphics	Graphics	2025-07-29T03:52:59.904980	default
eHowEducation_lzwfyXoQ1PM	How to Organize Coordinate Proofs in Geometry : Math Skills	https://www.youtube.com/watch?v=lzwfyXoQ1PM	Glassboard	Writing Board	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Talking Head - Corner	Talking Head	2025-07-29T03:53:16.257097	default
Seth_Meyers_8F0L8F9V8js	Dominic Cooper Talks Starring in Preacher	https://www.youtube.com/watch?v=8F0L8F9V8js	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Interviews	Interviews	2025-07-29T03:54:38.804696	default
eHowEducation_eKz7Ysb-3BQ	Mean, Mode, Range & Average	https://www.youtube.com/watch?v=eKz7Ysb-3BQ	Glassboard	Writing Board	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Chalkboard	Writing Board	2025-07-29T03:55:03.228549	default
Facts_HW7F-M8Rcjo	Irish People Try To Explain Emoji Meanings	https://www.youtube.com/watch?v=HW7F-M8Rcjo	Talkshows	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-29T03:55:53.648693	default
CSPAN_VjKG2zwc5zs	"AFT President on arming school teachers: ""It's a terrible idea."" (C-SPAN)"	https://www.youtube.com/watch?v=VjKG2zwc5zs	Panel - In Person	Panel	Interviews	Interviews	Panel - In Person	Panel	Talking Head - Center	Talking Head	2025-07-29T03:56:21.172954	default
RottenTomatoes_Rj9fUYRr81A	Spy Kids 3-D: Game Over (9/11) Movie CLIP - The Deceiver (2003) HD	https://www.youtube.com/watch?v=Rj9fUYRr81A	Talking Head - Center	Talking Head			Stage Talks	Stage Talks	Animated Graphics	Graphics	2025-07-29T03:56:36.165835	default
Conan_OBrien_Z8s-NRK37is	"Ricky Gervais Helps Americans Understand ""The Office"" | Late Night with Conan O’Brien"	https://www.youtube.com/watch?v=Z8s-NRK37is	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Interviews	Interviews	2025-07-29T03:57:01.126513	default
Nerdwriter1_LN-Fv4OlHj0	Vlog #53 - Did Shakespeare Invent Love?	https://www.youtube.com/watch?v=LN-Fv4OlHj0	Talking Head - Center	Talking Head	Animated Graphics	Graphics	Talking Head - Center	Talking Head	Vlog	Vlog	2025-07-29T03:58:40.453409	default
Khan_Academy_Yeie-aJT2eU	Divergence intuition, part 2	https://www.youtube.com/watch?v=Yeie-aJT2eU	Writing Cursor	Writing Cursor			Writing Cursor	Writing Cursor	Animated Graphics	Graphics	2025-07-29T03:59:33.266888	default
Unbox_Therapy_aubTgsFC4Fo	The Wireless Mouse That NEVER Needs To Be Charged!!	https://www.youtube.com/watch?v=aubTgsFC4Fo	Talking Head - Center	Talking Head			Vlog	Vlog	Screencasts	Screencasts	2025-07-29T04:01:08.883843	default
Practical_Wisdom_Interesting_Ideas_lt9rHqQPmWc	Signs You’ve Jumped From Middle Class to Wealthy	https://www.youtube.com/watch?v=lt9rHqQPmWc	Animated Graphics	Graphics	Infographics	Graphics	Documentary Style	Documentaries	Animated Graphics	Graphics	2025-07-29T04:02:18.782773	default
Steve_Kaufmann_qntIW8h-Vro	We’ll Never Be Perfect	https://www.youtube.com/watch?v=qntIW8h-Vro	Talking Head - Center	Talking Head			Talking Head - Center	Talking Head	Infographics	Graphics	2025-07-29T04:09:14.777914	default
Not_Another_Cooking_Show_xGqVUgt_b9I	how to make TURKEY STOCK FROM SCRATCH for THANKSGIVING	https://www.youtube.com/watch?v=xGqVUgt_b9I	Cooking	Demonstrations			Cooking	Demonstrations	Talking Head - Center	Talking Head	2025-07-29T04:11:21.567869	default
Learn_Bright_vG6d_ytRdiI	ASL Angles for Kids	https://www.youtube.com/watch?v=vG6d_ytRdiI	Talking Head - Corner	Talking Head	Animated Graphics	Graphics	Chalkboard	Writing Board	Talking Head - Center	Talking Head	2025-07-29T04:12:09.132833	default
Conan_OBrien_gplM_zsVm5M	Why Anthony Hopkins Is Done with Hannibal Lecter | Late Night with Conan O’Brien	https://www.youtube.com/watch?v=gplM_zsVm5M	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Interviews	Interviews	2025-07-29T04:12:27.447316	default
National_Geographic_Uja_QE4cZV0	Stunning Close-ups: Meet These Frogs Before They Go Extinct | National Geographic	https://www.youtube.com/watch?v=Uja_QE4cZV0	Documentary Style	Documentaries			Documentary Style	Documentaries	Talking Head - Center	Talking Head	2025-07-29T04:13:47.142190	default
minutephysics_VVAKFJ8VVp4	Why are Stars Star-Shaped?	https://www.youtube.com/watch?v=VVAKFJ8VVp4	Comic Panel Style	Animations	Writing Hand	Writing Hand	Animated Graphics	Graphics	Infographics	Graphics	2025-07-29T04:17:34.897409	default
