Video	title	url	format_label_1	format_hierarchy_1	format_label_2	format_hierarchy_2	gt_format_label_1	gt_format_hierarchy_1	gt_format_label_2	gt_format_hierarchy_2	annotated_at	annotator_id
Jimmy_Fallon_DBV_bQiSpck	The Voidz: 7 Horses | The Tonight Show Starring Jimmy Fallon	https://www.youtube.com/watch?v=DBV_bQiSpck	Talkshows	Interviews			Stage Talks	Stage Talks	Talking Head - Center	Talking Head	2025-07-28T03:01:49.811783	jeanne
Seth_Meyers_RMUzSqVJ-OA	"Jake Gyllenhaal Wanted to Use ""Singin' in the Rain"" as His UFC Walkout Song"	https://www.youtube.com/watch?v=RMUzSqVJ-OA	Talkshows	Interviews	Interviews	Interviews	Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-28T03:02:58.573733	jeanne
Fireship_QQu1_bf1Bdo	YouTube's high-stakes war on Ad Blockers	https://www.youtube.com/watch?v=QQu1_bf1Bdo	Animated Graphics	Graphics			Screencasts	Screencasts	Animated Graphics	Graphics	2025-07-28T03:04:52.662231	jeanne
CNN_US_News_HETKsT8lAhs	Trump labels Facebook the 'enemy of the people' in interview	https://www.youtube.com/watch?v=HETKsT8lAhs	Talking Head - Center	Talking Head			Talking Head - Center	Talking Head	Panel - Virtual	Panel	2025-07-28T03:08:15.845990	jeanne
Insane_Curiosity_DuWYInQEP64	What If We Colonize Mars?	https://www.youtube.com/watch?v=DuWYInQEP64	Slidedecks	Slidedecks			Infographics	Graphics	Animated Graphics	Graphics	2025-07-28T03:10:31.415457	jeanne
RottenTomatoes_C1NgX-w54RY	Star Trek: The Undiscovered Country (6/8) Movie CLIP - A Painful Mind Meld (1991) HD	https://www.youtube.com/watch?v=C1NgX-w54RY	Unedited Footage	Others			Talking Head - Center	Talking Head	Talking Head - Corner	Talking Head	2025-07-28T03:10:47.324157	jeanne
RottenTomatoes_zuSBq10_5go	Venom (2018) - Venom vs. Riot Scene (8/10) | Movieclips	https://www.youtube.com/watch?v=zuSBq10_5go	Unedited Footage	Others			Surveillance Cam	Others	Documentary Style	Documentaries	2025-07-28T03:11:00.668417	jeanne
Psych_Hub_Wn4AVjMMYX4	LGBTQ Youth	https://www.youtube.com/watch?v=Wn4AVjMMYX4	Cartoon	Animations			Infographics	Graphics	Animated Graphics	Graphics	2025-07-28T03:12:20.148969	jeanne
Khan_Academy_xKNX8BUWR0g	Surjective (onto) and injective (one-to-one) functions | Linear Algebra | Khan Academy	https://www.youtube.com/watch?v=xKNX8BUWR0g	Whieboard	Writing Board			Writing Cursor	Writing Cursor	Animated Graphics	Graphics	2025-07-28T03:13:42.509516	jeanne
RottenTomatoes_XzKYNZY9Hpk	Scream 2 (2/12) Movie CLIP - Sequels Suck! (1997) HD	https://www.youtube.com/watch?v=XzKYNZY9Hpk	Unedited Footage	Others			Classroom	Lectures	Talking Head - Center	Talking Head	2025-07-28T03:13:58.719621	jeanne
Sprouts_geeoy3BMmE0	Project-Based Learning: How It Works and Why It’s So Effective	https://www.youtube.com/watch?v=geeoy3BMmE0	Cartoon	Animations	Whieboard	Writing Board	Infographics	Graphics	Animated Graphics	Graphics	2025-07-28T03:15:19.569027	jeanne
Fireship_JSURzPQnkl0	3 More Life-Changing CSS Tips	https://www.youtube.com/watch?v=JSURzPQnkl0	Screencasts	Screencasts			Screencasts	Screencasts	Screencasts	Screencasts	2025-07-28T03:16:11.038912	jeanne
Netflix_j3X5zG2q67s	A Very Furry Queer Eye Special: Philadelphia Mascot Gritty Gets A Makeover | Netflix	https://www.youtube.com/watch?v=j3X5zG2q67s	Vlog	Vlog			Documentary Style	Documentaries	Talking Head - Center	Talking Head	2025-07-28T03:17:06.578360	jeanne
ElectroBOOM_A129SM9S54A	How to change the brake pads of your car	https://www.youtube.com/watch?v=A129SM9S54A	Experiments	Demonstrations			Experiments	Demonstrations	Experiments	Demonstrations	2025-07-28T03:20:24.572609	jeanne
Khan_Academy_6zdkeZ_UDXY	Recognition | Vocabulary | Khan Academy	https://www.youtube.com/watch?v=6zdkeZ_UDXY	Whieboard	Writing Board			Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-28T03:21:40.119259	jeanne
Sam_ONella_Academy_7s6VfSOuZpQ	The Wild World of Inuit Folklore	https://www.youtube.com/watch?v=7s6VfSOuZpQ	Cartoon	Animations			Cartoon	Animations	Infographics	Graphics	2025-07-28T03:22:38.149495	jeanne
Nerdwriter1_MvC6kwU3zgA	Why So Much Tax Money Is Wasted	https://www.youtube.com/watch?v=MvC6kwU3zgA	Slidedecks	Slidedecks			Documentary Style	Documentaries	Animated Graphics	Graphics	2025-07-28T03:24:19.691345	jeanne
Khan_Academy_JUouea9XoF8	Integrating sums of functions | Accumulation and Riemann sums | AP Calculus AB | Khan Academy	https://www.youtube.com/watch?v=JUouea9XoF8	Whieboard	Writing Board			Writing Cursor	Writing Cursor	Animated Graphics	Graphics	2025-07-28T03:24:37.909107	jeanne
RottenTomatoes_i-VeLFEMeko	Spy Kids (3/10) Movie CLIP - Becoming Spies (2001) HD	https://www.youtube.com/watch?v=i-VeLFEMeko	Unedited Footage	Others			Talkshows	Interviews	Skit	Skit	2025-07-28T03:24:56.994472	jeanne
Peekaboo_Kidz_Y_RMjmMtjOY	The Mummification Process | How Mummies Were Made? | How Egyptians Mummified Bodies? | Dr. Binocs	https://www.youtube.com/watch?v=Y_RMjmMtjOY	Cartoon	Animations			Infographics	Graphics	Cartoon	Animations	2025-07-28T03:26:06.464770	jeanne
Comedy_Dynamics_2NQcC-7i7qs	Helping Mom Quit Smoking - Nick Alexander	https://www.youtube.com/watch?v=2NQcC-7i7qs	Skit	Skit			Stage Talks	Stage Talks	Talking Head - Center	Talking Head	2025-07-28T03:26:52.316847	jeanne
RottenTomatoes_gK9-i9Y6LQM	The Creed Legacy: Ultimate Franchise Mashup | Movieclips	https://www.youtube.com/watch?v=gK9-i9Y6LQM	Unedited Footage	Others			Documentary Style	Documentaries	Interviews	Interviews	2025-07-28T03:27:12.410933	jeanne
Fox_US_News_gDoOH3O3vcM	TikTok bill at 'the end of the day it's about our adversaries': Rep. Michael Waltz	https://www.youtube.com/watch?v=gDoOH3O3vcM	Talking Head - Center	Talking Head	Interviews	Interviews	Talking Head - Center	Talking Head	Interviews	Interviews	2025-07-28T03:28:30.388861	jeanne
Deep_Dive_Ali_Abdaal_jA-BdFiTWMY	"Serial Entrepreneur: ""Here's How I Run Multiple-Businesses"""	https://www.youtube.com/watch?v=jA-BdFiTWMY	Podcast	Interviews	Interviews	Interviews	Interviews	Interviews	Talking Head - Center	Talking Head	2025-07-28T03:29:09.962306	jeanne
Knatim_AWZw8NsbEbY	15 Leadership Clip - Chris Spence.wmv	https://www.youtube.com/watch?v=AWZw8NsbEbY	Talking Head - Center	Talking Head			Talking Head - Center	Talking Head	Classroom	Lectures	2025-07-28T03:30:28.324477	jeanne
Khan_Academy_YghRP8S2K-4	Applying radical equations 2 | Exponent expressions and equations | Algebra I | Khan Academy	https://www.youtube.com/watch?v=YghRP8S2K-4	Whieboard	Writing Board			Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-28T03:30:44.095497	jeanne
Khan_Academy_jFd-6EPfnec	Greatest common factor explained | Factors and multiples | Pre-Algebra | Khan Academy	https://www.youtube.com/watch?v=jFd-6EPfnec	Whieboard	Writing Board			Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-28T03:31:01.844717	jeanne
RottenTomatoes_GXIoVVmTRlg	The War Tapes (2006) Official Trailer # 1 - Zack Bazzi HD	https://www.youtube.com/watch?v=GXIoVVmTRlg	Unedited Footage	Others			Documentary Style	Documentaries	Point of View	Vlog	2025-07-28T03:31:22.602661	jeanne
Practical_Engineering_Srr0fTnaHdQ	Turning Two Segmented Bowls on the Lathe - Maple with Mahogany Accents	https://www.youtube.com/watch?v=Srr0fTnaHdQ	Experiments	Demonstrations			Experiments	Demonstrations	Animated Graphics	Graphics	2025-07-28T03:32:09.837708	jeanne
halfasinteresting_Q5QzK4cU3QI	Why One Company Technically Owns Every Stock in the US	https://www.youtube.com/watch?v=Q5QzK4cU3QI	Slidedecks	Slidedecks			Animated Graphics	Graphics	Infographics	Graphics	2025-07-28T03:32:45.303234	jeanne
Vox_aKyvGHycngM	Why cities should plant more trees	https://www.youtube.com/watch?v=aKyvGHycngM	Slidedecks	Slidedecks			Documentary Style	Documentaries	Infographics	Graphics	2025-07-28T03:33:56.531594	jeanne
Conan_OBrien_MIKOcCKFDME	Conan Throws Knives With Penn & Teller | Late Night with Conan O’Brien	https://www.youtube.com/watch?v=MIKOcCKFDME	Talkshows	Interviews	Interviews	Interviews	Stage Talks	Stage Talks	Skit	Skit	2025-07-28T03:34:56.145129	jeanne
Seth_Meyers_nCypQobtmpw	Anthony Bourdain Was Labeled a Mossad Agent by Romanian Newspapers	https://www.youtube.com/watch?v=nCypQobtmpw	Talkshows	Interviews	Interviews	Interviews	Talking Head - Center	Talking Head	Interviews	Interviews	2025-07-28T03:35:27.022305	jeanne
Khan_Academy_-MaD9Ycy3a4	Capacitors in series | Circuits | Physics | Khan Academy	https://www.youtube.com/watch?v=-MaD9Ycy3a4	Whieboard	Writing Board			Writing Cursor	Writing Cursor	Writing Hand	Writing Hand	2025-07-28T03:35:52.831594	jeanne
Facts_ZKtKJPymTpI	Irish People Watch Love At First Kiss For The First Time	https://www.youtube.com/watch?v=ZKtKJPymTpI	Interviews	Interviews			Talking Head - Corner	Talking Head	Talkshows	Interviews	2025-07-28T03:36:17.948691	jeanne
James_Corden_rMOWeg-Dm04	It's a Big Night for Middle Names	https://www.youtube.com/watch?v=rMOWeg-Dm04	Talkshows	Interviews	Interviews	Interviews	Talking Head - Center	Talking Head	Skit	Skit	2025-07-28T03:38:10.196634	jeanne
RottenTomatoes_scDWdIV7Fes	Madonna: Truth or Dare (7/8) Movie CLIP - Vogue (1991) HD	https://www.youtube.com/watch?v=scDWdIV7Fes	Unedited Footage	Others			Dance	Others	Documentary Style	Documentaries	2025-07-28T03:39:15.658225	jeanne
edureka_vxE0IV5Gmlk	OpenAI o3-mini Model: The Master Move in Cost-Effective STEM AI | Edureka	https://www.youtube.com/watch?v=vxE0IV5Gmlk	Infographics	Graphics			Infographics	Graphics	Slidedecks	Slidedecks	2025-07-28T03:40:45.172270	jeanne
RottenTomatoes_5hSl6kTXqBo	Bloodshot (2020) - Death in the Tunnel Scene (4/10) | Movieclips	https://www.youtube.com/watch?v=5hSl6kTXqBo	Unedited Footage	Others			Talking Head - Corner	Talking Head	Talking Head - Center	Talking Head	2025-07-28T03:41:03.887494	jeanne
ESPN_Otc5vYWwkPY	Stephen A. & Mad Dog CRITICIZE TIMING reinstating Pete Rose & Shoeless Joe | First Take YT Exclusive	https://www.youtube.com/watch?v=Otc5vYWwkPY	Interviews	Interviews			Talking Head - Center	Talking Head	Interviews	Interviews	2025-07-28T03:42:53.384120	jeanne
BRAINY_DOSE_Z8d2o4Bg94E	10 Warning Signs Your Body Is Deficient in Nutrients	https://www.youtube.com/watch?v=Z8d2o4Bg94E	Slidedecks	Slidedecks			Animated Graphics	Graphics	Infographics	Graphics	2025-07-28T03:44:19.431653	jeanne
Deep_Dive_Ali_Abdaal_qBnfsYRA9cI	Advice Every 20 Year Old Needs To Hear	https://www.youtube.com/watch?v=qBnfsYRA9cI	Talking Head - Center	Talking Head	Podcast	Interviews	Podcast	Interviews	Talking Head - Center	Talking Head	2025-07-28T03:45:30.693211	jeanne
TED_Ed_zLAYGZeVTPQ	The myth of Hades and Persephone - Iseult Gillespie	https://www.youtube.com/watch?v=zLAYGZeVTPQ	Cartoon	Animations			Cartoon	Animations	Infographics	Graphics	2025-07-28T03:45:50.032672	jeanne
Gordon_Ramsay_-bX5_SujNfk	Gordon is Completely Appalled by Hoarder Hotel | Hotel Hell	https://www.youtube.com/watch?v=-bX5_SujNfk	Unedited Footage	Others			Documentary Style	Documentaries	Talking Head - Center	Talking Head	2025-07-28T03:46:15.039004	jeanne
Khan_Academy_Ws63I3F7Moc	Origin of Markov chains | Journey into information theory | Computer Science | Khan Academy	https://www.youtube.com/watch?v=Ws63I3F7Moc	Slidedecks	Slidedecks			Writing Cursor	Writing Cursor	Screencasts	Screencasts	2025-07-28T03:47:00.711835	jeanne
James_Corden_46K8zIfIQj8	Kerry Washington Channeled Beyoncé for Her New Character	https://www.youtube.com/watch?v=46K8zIfIQj8	Talkshows	Interviews	Interviews	Interviews	Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-28T03:48:58.353090	jeanne
Jeff_Su_gkYNdy-Hig4	6 Underrated Macbook Apps for Productivity!	https://www.youtube.com/watch?v=gkYNdy-Hig4	Screencasts	Screencasts	Talking Head - Corner	Talking Head	Screencasts	Screencasts	Animated Graphics	Graphics	2025-07-28T03:49:56.966694	jeanne
MrBeast_Gaming_FKuLIrwIjt8	Extreme Squid Game Challenge!	https://www.youtube.com/watch?v=FKuLIrwIjt8	Talking Head - Corner	Talking Head			Games	Gaming	Talking Head - Corner	Talking Head	2025-07-28T03:50:22.554355	jeanne
National_Geographic__ermvCDJzts	Upturning Tornadoes | Explorers in the Field	https://www.youtube.com/watch?v=_ermvCDJzts	Documentary Style	Documentaries			Documentary Style	Documentaries	Infographics	Graphics	2025-07-28T03:51:52.684579	jeanne
Hacksmith_Industries_mrn_FvlD45o	Laser Cannons and Rocket Hammers and more! (Hacksmith Vault #3)	https://www.youtube.com/watch?v=mrn_FvlD45o	Vlog	Vlog			Talking Head - Center	Talking Head	Experiments	Demonstrations	2025-07-28T03:53:40.209004	jeanne
Seth_Meyers_eeOtElDyrgs	John Mulaney Tries to Explain What a VSCO Girl Is to Seth	https://www.youtube.com/watch?v=eeOtElDyrgs	Interviews	Interviews			Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-28T03:54:04.254620	jeanne
DanTDM_t7BJfMS2HTQ	Minecraft | TOAST CHALLENGE!! | Custom Mod Minigame	https://www.youtube.com/watch?v=t7BJfMS2HTQ	Talking Head - Corner	Talking Head			Games	Gaming	Talking Head - Corner	Talking Head	2025-07-28T03:54:20.375057	jeanne
Khan_Academy_GmD7Czmol0k	How to evaluate expressions in two variables with decimals and fractions | 6th grade | Khan Academy	https://www.youtube.com/watch?v=GmD7Czmol0k	Whieboard	Writing Board			Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-28T03:54:40.882657	jeanne
Fox_US_News_2YO6egqpXI4	Migrants fed up with Chicago head home	https://www.youtube.com/watch?v=2YO6egqpXI4	Talking Head - Center	Talking Head	Interviews	Interviews	Documentary Style	Documentaries	Talking Head - Center	Talking Head	2025-07-28T03:56:13.294869	jeanne
National_Geographic_Uja_QE4cZV0	Stunning Close-ups: Meet These Frogs Before They Go Extinct | National Geographic	https://www.youtube.com/watch?v=Uja_QE4cZV0	Documentary Style	Documentaries			Documentary Style	Documentaries	Talking Head - Center	Talking Head	2025-07-28T03:56:39.057220	jeanne
Khan_Academy_bh1UrCGWz1k	Infinite series as limit of partial sums | Series | AP Calculus BC | Khan Academy	https://www.youtube.com/watch?v=bh1UrCGWz1k	Whieboard	Writing Board			Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-28T03:56:55.561974	jeanne
jacksepticeye_5qWFgvMQnis	Robert Downey Jr. was in my house	https://www.youtube.com/watch?v=5qWFgvMQnis	Talking Head - Center	Talking Head			Talking Head - Center	Talking Head	Vlog	Vlog	2025-07-28T03:57:54.316242	jeanne
Steve_Kaufmann_IV67smoXIMM	Tips for Learning Spanish Verbs	https://www.youtube.com/watch?v=IV67smoXIMM	Talking Head - Center	Talking Head			Talking Head - Center	Talking Head	Vlog	Vlog	2025-07-28T04:01:12.788241	jeanne
Steve_Kaufmann_dkMWQ2MMmMQ	Morning Routine for Language Learning	https://www.youtube.com/watch?v=dkMWQ2MMmMQ	Talking Head - Center	Talking Head			Talking Head - Center	Talking Head	Point of View	Vlog	2025-07-28T04:01:31.029592	jeanne
Allure_acreItF_FwI	Demi Lovato Revisits Beauty Looks From Their Past	https://www.youtube.com/watch?v=acreItF_FwI	Talking Head - Center	Talking Head			Talking Head - Center	Talking Head	Documentary Style	Documentaries	2025-07-28T04:02:01.940681	jeanne
RottenTomatoes_WsHqQAfZvc4	Kung Fu Panda 2 (2011) - Rickshaw Chase Scene (4/10) | Movieclips	https://www.youtube.com/watch?v=WsHqQAfZvc4	Unedited Footage	Others			Cartoon	Animations	Animated Graphics	Graphics	2025-07-28T04:02:15.732574	jeanne
RottenTomatoes_XO3-PumyjoI	The Perks of Being a Wallflower (1/11) Movie CLIP - Come On Eileen (2012) HD	https://www.youtube.com/watch?v=XO3-PumyjoI	Unedited Footage	Others			Dance	Others	Talkshows	Interviews	2025-07-28T04:02:33.888099	jeanne
AsapSCIENCE_Rx-urUi0mnA	Was legalizing weed a mistake?	https://www.youtube.com/watch?v=Rx-urUi0mnA	Whieboard	Writing Board			Writing Hand	Writing Hand	Whieboard	Writing Board	2025-07-28T04:04:08.425193	jeanne
Kurzgesagt_8HslUzw35mc	Homeopathy Explained – Gentle Healing or Reckless Fraud?	https://www.youtube.com/watch?v=8HslUzw35mc	Cartoon	Animations			Infographics	Graphics	Animated Graphics	Graphics	2025-07-28T04:04:35.734803	jeanne
Khan_Academy_VmFX6AIzllE	American attitudes about government and politics | US government and civics | Khan Academy	https://www.youtube.com/watch?v=VmFX6AIzllE	Writing Cursor	Writing Cursor			Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-28T04:04:59.869836	jeanne
RottenTomatoes_Wo3XrThPZzo	Belly (8/11) Movie CLIP - Shameek Kills Big Head Rico (1998) HD	https://www.youtube.com/watch?v=Wo3XrThPZzo	Unedited Footage	Others			Dance	Others	Stage Talks	Stage Talks	2025-07-28T04:05:15.000550	jeanne
TED_XQJhRDbsDzI	Your identity is your superpower | America Ferrera	https://www.youtube.com/watch?v=XQJhRDbsDzI	Stage Talks	Stage Talks			Stage Talks	Stage Talks	Talking Head - Center	Talking Head	2025-07-28T04:05:35.777604	jeanne
NYT_Podcasts_fOygD14a914	Can Learning to Love Beans Help Save the Planet?	https://www.youtube.com/watch?v=fOygD14a914	Static Screen	Others			Static Screen	Others	Talking Head - Corner	Talking Head	2025-07-28T04:06:08.768579	jeanne
National_Geographic_40yqDWiEr_g	Einstein the Mad Scientist | Genius	https://www.youtube.com/watch?v=40yqDWiEr_g	Unedited Footage	Others			Chalkboard	Writing Board	Documentary Style	Documentaries	2025-07-28T04:06:39.429112	jeanne
Simplilearn_XLP4YTpUpBI	The Rise Of Technology-Augmented Reality(AR), Virtual Reality(VR) And Mixed Reality(MR) |Simplilearn	https://www.youtube.com/watch?v=XLP4YTpUpBI	Slidedecks	Slidedecks	Animated Graphics	Graphics	Animated Graphics	Graphics	Infographics	Graphics	2025-07-28T04:07:23.309343	jeanne
RottenTomatoes_l6TGERgrXmA	Sherlock Holmes (2009) - What Can You Tell About Me? Scene (2/10) | Movieclips	https://www.youtube.com/watch?v=l6TGERgrXmA	Unedited Footage	Others			Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-28T04:07:49.177163	jeanne
Hacksmith_Industries_wNMKpvDccZo	Make it Real: Game of Thrones Battle Shields!	https://www.youtube.com/watch?v=wNMKpvDccZo	Vlog	Vlog			Experiments	Demonstrations	Talking Head - Center	Talking Head	2025-07-28T04:08:06.944039	jeanne
The_Royal_Institution_KB__BVdWKWI	How To Make Your Own Animations - At home science - ExpeRimental #27	https://www.youtube.com/watch?v=KB__BVdWKWI	Experiments	Demonstrations			Cutout	Animations	Writing Hand	Writing Hand	2025-07-28T04:08:40.612288	jeanne
eHowEducation_lzwfyXoQ1PM	How to Organize Coordinate Proofs in Geometry : Math Skills	https://www.youtube.com/watch?v=lzwfyXoQ1PM	Glassboard	Writing Board			Talking Head - Center	Talking Head	Talking Head - Corner	Talking Head	2025-07-28T04:08:59.636116	jeanne
Khan_Academy_BSKtQcLQLWU	Lagrange multiplier example, part 1	https://www.youtube.com/watch?v=BSKtQcLQLWU	Writing Cursor	Writing Cursor			Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-28T04:09:24.281928	jeanne
RottenTomatoes_ZzOzVT2o2BU	New York Car Chase - Shaft (5/9) Movie CLIP (2000) HD	https://www.youtube.com/watch?v=ZzOzVT2o2BU	Unedited Footage	Others			Point of View	Vlog	Documentary Style	Documentaries	2025-07-28T13:26:59.736707	jeanne
Deep_Dive_Ali_Abdaal_S3STQAOYKNM	If You Want To Be Happier, Watch This.	https://www.youtube.com/watch?v=S3STQAOYKNM	Podcast	Interviews	Interviews	Interviews	Panel - Virtual	Panel	Podcast	Interviews	2025-07-28T15:52:20.722855	jeanne
The_Late_Show_Stephen_Colbert_MiBK4i6490Y	A Late Show Hits The Campaign Trail (Back When It Was Safe To)	https://www.youtube.com/watch?v=MiBK4i6490Y	Talkshows	Interviews			Interviews	Interviews	Documentary Style	Documentaries	2025-07-28T16:23:10.939827	jeanne
Dope_EBoFL6lNwBo	MOVIE QUOTE CHALLENGE | Justin James Hughes	https://www.youtube.com/watch?v=EBoFL6lNwBo	Talking Head - Center	Talking Head			Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-28T16:24:26.518098	jeanne
RottenTomatoes_x9L9S7jEv_M	Leprechaun (5/11) Movie CLIP - Pogo on His Lung (1993) HD	https://www.youtube.com/watch?v=x9L9S7jEv_M	Unedited Footage	Others			Unedited Footage	Others	Talking Head - Corner	Talking Head	2025-07-28T16:24:42.031243	jeanne
IBM_Technology_yKqUdyzsBXw	AI in Customer Experience, Customer Service & Customer Support	https://www.youtube.com/watch?v=yKqUdyzsBXw	Talking Head - Center	Talking Head	Glassboard	Writing Board	Glassboard	Writing Board	Talking Head - Center	Talking Head	2025-07-28T16:25:28.749296	jeanne
RottenTomatoes_rLa3fX7rIiM	The Batman (2022) - Alfred Blows Up Scene (4/10) | Movieclips	https://www.youtube.com/watch?v=rLa3fX7rIiM	Talking Head - Center	Talking Head			Documentary Style	Documentaries	Unedited Footage	Others	2025-07-28T16:25:48.252057	jeanne
OxfordUnion_2ye5rAyZSUo	Bim Afolami MP | Meritocracy Debate | Opposition (6/8) | Oxford Union	https://www.youtube.com/watch?v=2ye5rAyZSUo	Talking Head - Center	Talking Head			Stage Talks	Stage Talks	Talking Head - Center	Talking Head	2025-07-28T16:26:52.479911	jeanne
Khan_Academy_SwB9Fq5VRZY	The yield curve | Stocks and bonds | Finance & Capital Markets | Khan Academy	https://www.youtube.com/watch?v=SwB9Fq5VRZY	Writing Cursor	Writing Cursor			Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-28T16:27:14.552100	jeanne
Seth_Meyers_IEkdck_L2oc	Nick Offerman Shaved His Beard to Save His Marriage with Megan Mullally	https://www.youtube.com/watch?v=IEkdck_L2oc	Talkshows	Interviews	Interviews	Interviews	Talking Head - Center	Talking Head	Podcast	Interviews	2025-07-28T16:27:50.563371	jeanne
Practical_Wisdom_Interesting_Ideas_lt9rHqQPmWc	Signs You’ve Jumped From Middle Class to Wealthy	https://www.youtube.com/watch?v=lt9rHqQPmWc	Slidedecks	Slidedecks	Animated Graphics	Graphics	Documentary Style	Documentaries	Animated Graphics	Graphics	2025-07-28T16:28:42.232606	jeanne
Cooking_With_Claudia_LhRKV45nErk	SUPER MOIST Lemon Cupcakes Recipe - How to make the best Lemon Cupcakes	https://www.youtube.com/watch?v=LhRKV45nErk	Cooking	Demonstrations			Cooking	Demonstrations	Talking Head - Center	Talking Head	2025-07-28T16:29:02.115615	jeanne
Aunty_Donna_7QrLEOHhrpU	Dishonored 2: Broden Review - Insert Coin Ep02	https://www.youtube.com/watch?v=7QrLEOHhrpU	Talking Head - Corner	Talking Head	Skit	Skit	Talking Head - Corner	Talking Head	Games	Gaming	2025-07-28T16:30:17.614297	jeanne
BBC_World_Service_VT81HjA6Yac	Ming-Na Wen on navigating Hollywood as an Asian American - 100 Women, BBC World Service	https://www.youtube.com/watch?v=VT81HjA6Yac	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Documentary Style	Documentaries	2025-07-28T16:31:14.147393	jeanne
Fox_US_News_qeoq8x9_xDw	Gutfeld: How many wakes are caused by the woke?	https://www.youtube.com/watch?v=qeoq8x9_xDw	Talking Head - Center	Talking Head	Interviews	Interviews	Panel - In Person	Panel	Interviews	Interviews	2025-07-28T16:32:14.614000	jeanne
RottenTomatoes_wgHRj2-vvs8	Saving Private Ryan (5/7) Movie CLIP - Private Jackson (1998) HD	https://www.youtube.com/watch?v=wgHRj2-vvs8	Talking Head - Center	Talking Head			Documentary Style	Documentaries	Point of View	Vlog	2025-07-28T16:32:33.536402	jeanne
